"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year",0.699999999999989,-14.3,2.40000000000001,-10.6,-3.3,1.40000000000001,2.10000000000001,-10.8,1.09999999999999,-0.7,2.4,17.8,0,0.399999999999999,2.4,-2.12222222222222,"E","Dorm. N","Curitiba","Hyp.","C10","01"
"year1",0.800000000000011,3.8,-8.9,-8.40000000000001,0,0.700000000000003,-3.3,-5.8,0.799999999999997,-0.800000000000001,3.1,9.39999999999998,0,0.199999999999999,3.1,-1.15555555555555,"E","Dorm. S","Curitiba","Hyp.","C10","01"
"year2",0.800000000000068,-15.9,-12.7,-26.4,-2.9,-0.0999999999999943,-3.2,-20.1,1.5,-4.3,0.1,57.8999999999999,0,0.599999999999998,0.1,-4.17333333333333,"E","Living","Curitiba","Hyp.","C10","01"
"year3",1.30000000000001,-34.4,-3.8,-37.5,-13.4,-1,7.09999999999999,-30.3,3.3,-5.4,1,76.1,0.1,1,1,-6.55833333333334,"NE","Dorm. 1","Curitiba","Hyp.","C10","01"
"year4",1.09999999999997,-41,-10.9,-60.2,-11.1,-43.1,4.69999999999999,-10.8,3.3,-5.6,0,114.1,0.1,1.1,0,-9.73333333333335,"NE","Dorm. 2","Curitiba","Hyp.","C10","01"
"year5",2,-396.3,-162.7,-72.7,-29.9,0,2.5,-24.4,9.60000000000001,-20.6,0,626.4,0.2,3.4,0,-32.3,"NE","Living","Curitiba","Hyp.","C10","01"
"year6",0.700000000000045,-29.2,-0.700000000000003,-17.1,-15.2,-4.5,3.90000000000001,-1.09999999999999,1.89999999999999,-0.899999999999999,0.4,42.8,0.1,0.600000000000001,0.4,-3.74166666666667,"NW","Dorm. 1","Curitiba","Hyp.","C10","01"
"year7",0.699999999999989,-33.6,-6.5,-34.6,-12,-18.3,2.89999999999999,-7.10000000000001,2.2,-1.2,0,70.8,0.1,0.699999999999999,0,-6.14166666666668,"NW","Dorm. 2","Curitiba","Hyp.","C10","01"
"year8",0.5,-64.3000000000001,-8.09999999999997,-42.5,-20.6,-12.4,1.3,0,2.7,-6.3,0,118.5,0.1,0.800000000000001,0,-5.95999999999999,"NW","Living","Curitiba","Hyp.","C10","01"
"year9",1.60000000000002,0.900000000000006,-12.3,-16.2,2.20000000000002,-1.1,-13.5,-3.90000000000001,2.09999999999999,-1,3.3,21.1,0.1,0.5,3.3,-1.98333333333333,"SE","Dorm. 1","Curitiba","Hyp.","C10","01"
"year10",1.59999999999997,-1.90000000000001,-13.8,-20.5,1.5,-5.3,-9.8,-7,2.2,-1,1,31.7,0.1,0.5,1,-2.975,"SE","Dorm. 2","Curitiba","Hyp.","C10","01"
"year11",1.5,-4.10000000000002,-31.4,-38.4,-0.0999999999999943,0,-19.4,-9.30000000000001,2.5,-5.4,0.1,76.9000000000001,0,0.600000000000001,0.1,-4.235,"SE","Living","Curitiba","Hyp.","C10","01"
"year12",1.5,0.899999999999991,-12.3,-16,2.29999999999998,-3.9,-13.6,-0.899999999999999,2,-0.9,3.2,21.2,0.1,0.399999999999999,3.2,-1.98333333333333,"SW","Dorm. 1","Curitiba","Hyp.","C10","01"
"year13",1.59999999999997,-2,-13.8,-20.5,1.5,-7,-9.8,-5.2,2.2,-1,1,31.6,0.1,0.5,1,-2.96666666666666,"SW","Dorm. 2","Curitiba","Hyp.","C10","01"
"year14",1.5,-3.79999999999998,-31.2,-37.8,0.0999999999999943,-9.19999999999999,-19.3,0,2.5,-5.3,0.1,76,0,0.600000000000001,0.1,-4.18000000000001,"SW","Living","Curitiba","Hyp.","C10","01"
"year15",0.5,-12.1,2.2,-8,-3.6,-6.3,1.09999999999999,0.799999999999997,0.799999999999997,-0.700000000000001,1.7,14.4,0.1,0.300000000000001,1.7,-1.7,"W","Dorm. N","Curitiba","Hyp.","C10","01"
"year16",0.600000000000023,5,-9.8,-7.8,0,-6.1,-3.1,1.4,0.700000000000003,-0.600000000000001,2.5,9,0,0.200000000000001,2.5,-1.08888888888889,"W","Dorm. S","Curitiba","Hyp.","C10","01"
"year17",0.399999999999977,-38,0.799999999999983,-28.7,-3.59999999999999,-21.3,-3.09999999999999,-0.799999999999997,1.09999999999999,-4.39999999999999,0.1,70.9000000000001,0.0999999999999999,0.300000000000001,0.1,-4.85333333333335,"W","Living","Curitiba","Hyp.","C10","01"
"year18",0,-5.90000000000003,0,-9.39999999999998,-1.40000000000001,-1.69999999999999,-0.200000000000017,-6.30000000000001,0.3,-0.399999999999999,0,14.5999999999999,0,0.0999999999999996,0,-1.64444444444442,"E","Dorm. N","Rio de Janeiro","Hyp.","C10","01"
"year19",0,10.3,-10.6,-8.60000000000002,-2.1,-2.30000000000001,-1.80000000000001,-2.40000000000001,-0.0999999999999996,-0.400000000000006,0,9.5,0.1,0.299999999999999,0,-1.12222222222223,"E","Dorm. S","Rio de Janeiro","Hyp.","C10","01"
"year20",0.100000000000023,-12.3,-2.5,-13.5,-2.39999999999998,-4.69999999999999,-2.59999999999999,-3.69999999999999,0,-2,0,27.9000000000001,0,0,0,-1.86666666666667,"E","Living","Rio de Janeiro","Hyp.","C10","01"
"year21",0.100000000000023,-22.5,-0.5,-33.6,-2.59999999999997,-2.5,1.30000000000001,-29.7,1.2,-5.2,0,62.3,0,0.2,0,-5.14999999999998,"NE","Dorm. 1","Rio de Janeiro","Hyp.","C10","01"
"year22",0.0999999999999659,-24.9,-4.5,-48.7,-2.59999999999999,-41.2,0.800000000000011,-5.60000000000002,1.4,-5.2,0,83.0000000000002,0,0.2,0,-6.88333333333338,"NE","Dorm. 2","Rio de Janeiro","Hyp.","C10","01"
"year23",0.5,-447.2,-168.6,-104.2,-31.5,0,-16.7,-29.5,3.1,-22.5,0,724,0,2,0,-36.72,"NE","Living","Rio de Janeiro","Hyp.","C10","01"
"year24",0.100000000000023,-14,4.20000000000002,-2.09999999999991,-1.30000000000001,-0.700000000000017,0.5,-0.699999999999989,0.6,-0.100000000000001,0,10.3999999999999,0,0.100000000000001,0,-0.875,"NW","Dorm. 1","Rio de Janeiro","Hyp.","C10","01"
"year25",0,-14.9,1.20000000000002,-13.4,-1.40000000000001,-10.4,0.0999999999999943,-1.60000000000002,0.7,-0.300000000000004,0,25.5,0,0.100000000000001,0,-2.14166666666668,"NW","Dorm. 2","Rio de Janeiro","Hyp.","C10","01"
"year26",0.100000000000023,-34.5,9.20000000000005,-13.2,-3.19999999999999,-4.29999999999995,-2.90000000000003,0,0.100000000000001,-1.5,0,43.5999999999999,0,0.200000000000001,0,-2.22500000000002,"NW","Living","Rio de Janeiro","Hyp.","C10","01"
"year27",0.100000000000023,9.30000000000001,-6.90000000000001,-11.4,-3.8,-2.69999999999999,-3.39999999999998,-1.59999999999999,-0.3,-0.400000000000002,0,10.2,0,0.300000000000001,0,-0.89166666666668,"SE","Dorm. 1","Rio de Janeiro","Hyp.","C10","01"
"year28",0,8.39999999999998,-5.5,-11.5,-3.3,-2.30000000000001,-2.59999999999999,-3.40000000000001,-0.4,-0.299999999999997,0,9.79999999999995,0,0.300000000000001,0,-0.850000000000023,"SE","Dorm. 2","Rio de Janeiro","Hyp.","C10","01"
"year29",0,13.4,-15.4,-25.6,-8.80000000000001,0,-6.5,-5.19999999999999,-1.4,-2.7,0,30.6000000000004,0,0.0999999999999996,0,-1.51000000000002,"SE","Living","Rio de Janeiro","Hyp.","C10","01"
"year30",0.100000000000023,9.60000000000002,-6.70000000000002,-10.8,-3.7,-1.5,-3.19999999999999,-2.5,-0.2,-0.300000000000001,0,8.89999999999986,0.0999999999999999,0.199999999999999,0,-0.775000000000006,"SW","Dorm. 1","Rio de Janeiro","Hyp.","C10","01"
"year31",0,8.39999999999998,-5.5,-11.4,-3.3,-3.39999999999998,-2.59999999999999,-2.30000000000001,-0.4,-0.299999999999997,0,9.70000000000005,0,0.300000000000001,0,-0.841666666666669,"SW","Dorm. 2","Rio de Janeiro","Hyp.","C10","01"
"year32",0,13.6,-15.2,-25.1,-8.5,-5.09999999999999,-6.30000000000001,0,-1.3,-2.59999999999999,0,29.5,0,0,0,-1.45499999999998,"SW","Living","Rio de Janeiro","Hyp.","C10","01"
"year33",0,-3.10000000000002,1,-4.19999999999993,-0.799999999999983,-1.59999999999999,-0.299999999999983,-1.59999999999999,0.3,-0.200000000000003,0,5.40000000000009,0,0,0,-0.588888888888903,"W","Dorm. N","Rio de Janeiro","Hyp.","C10","01"
"year34",0,12,-9.7,-7.30000000000007,-2,-2.19999999999999,-1.09999999999999,-2.09999999999999,0,-0.299999999999997,0,5.5,0.0999999999999999,0.299999999999999,0,-0.666666666666657,"W","Dorm. S","Rio de Janeiro","Hyp.","C10","01"
"year35",0.100000000000023,-24.6,9.10000000000002,-16.7,-3.20000000000002,-5.10000000000002,-2.69999999999999,-5.70000000000005,-0.399999999999999,-1.89999999999998,0,36,0,0,0,-2.40000000000003,"W","Living","Rio de Janeiro","Hyp.","C10","01"
"year36",0.300000000000011,-11.2,0,-12.2,-3.30000000000001,-0.2,0.7,-9.39999999999999,0.699999999999996,-0.699999999999999,0.2,21.5,0,0.199999999999999,0.2,-2.48888888888889,"E","Dorm. N","São Paulo","Hyp.","C10","01"
"year37",0.5,5.09999999999999,-10,-9.69999999999999,-1,-0.5,-3.3,-5,0.400000000000006,-0.699999999999999,0.3,13.6999999999999,0,0.300000000000001,0.3,-1.61111111111111,"E","Dorm. S","São Paulo","Hyp.","C10","01"
"year38",0.100000000000023,-18,-9.90000000000001,-25.0999999999999,-3.2,-2.39999999999998,-3.5,-15.9,0.799999999999997,-3.90000000000001,0,57.2999999999997,0,0.399999999999999,0,-3.89333333333335,"E","Living","São Paulo","Hyp.","C10","01"
"year39",0.400000000000034,-31,-5.69999999999999,-44.1,-13.6,-3.30000000000001,2.9,-30.2,1.9,-5.4,0,84.4000000000001,0.1,0.5,0,-7.11666666666666,"NE","Dorm. 1","São Paulo","Hyp.","C10","01"
"year40",0.300000000000011,-35.5,-11.3,-63.3,-11.2,-42.7,2,-11.2,2,-5.5,0,113.6,0.0999999999999999,0.6,0,-9.51666666666667,"NE","Dorm. 2","São Paulo","Hyp.","C10","01"
"year41",0.600000000000023,-405.4,-160.3,-96.3,-35.1,0,-7.20000000000002,-28.2,5.90000000000001,-21.8,0,664.6,0.100000000000001,2.4,0,-33.805,"NE","Living","São Paulo","Hyp.","C10","01"
"year42",0.199999999999989,-24.3,-1.59999999999999,-18.4,-13.4,-4.3,1.4,-2.19999999999999,1.2,-0.899999999999999,0,41.9000000000001,0.1,0.4,0,-3.59166666666667,"NW","Dorm. 1","São Paulo","Hyp.","C10","01"
"year43",0.200000000000045,-27.1,-6.40000000000001,-33.4,-10.8,-16.5,1,-7,1.3,-1.2,0,64.3000000000002,0.0999999999999999,0.399999999999999,0,-5.46666666666665,"NW","Dorm. 2","São Paulo","Hyp.","C10","01"
"year44",0.199999999999932,-52.4,-6.19999999999999,-37.6,-16.9,-10.1,-1.39999999999998,0,1.5,-5.09999999999999,0,101.6,0,0.5,0,-5.05000000000001,"NW","Living","São Paulo","Hyp.","C10","01"
"year45",0.799999999999955,1.70000000000002,-11.9,-20.3,-1.09999999999999,-2.69999999999999,-12.5,-3.89999999999999,0.899999999999999,-1,0.1,29,0,0.5,0.1,-2.575,"SE","Dorm. 1","São Paulo","Hyp.","C10","01"
"year46",0.699999999999989,-1,-12.7,-24.9,-1.5,-6,-9.80000000000001,-7.7,0.700000000000003,-1,0,37.6,0.1,0.5,0,-3.35000000000001,"SE","Dorm. 2","São Paulo","Hyp.","C10","01"
"year47",0.299999999999955,-2.69999999999999,-28,-41.9,-5.3,0,-17.7,-9.19999999999999,0.399999999999991,-5.40000000000001,0,79.1999999999998,0,0.5,0,-4.13500000000001,"SE","Living","São Paulo","Hyp.","C10","01"
"year48",0.800000000000011,1.79999999999998,-11.7,-19.9,-1,-3.89999999999999,-12.5,-2.5,0.899999999999999,-0.9,0.1,28.4,0,0.400000000000002,0.1,-2.50833333333334,"SW","Dorm. 1","São Paulo","Hyp.","C10","01"
"year49",0.699999999999989,-1,-12.7,-24.8,-1.5,-7.7,-9.7,-6,0.800000000000004,-1,0,37.5,0.1,0.5,0,-3.34166666666667,"SW","Dorm. 2","São Paulo","Hyp.","C10","01"
"year50",0.299999999999955,-2.60000000000002,-27.9,-41.5,-5.1,-9.10000000000002,-17.6,0,0.399999999999991,-5.3,0,78.4000000000001,0,0.5,0,-4.09,"SW","Living","São Paulo","Hyp.","C10","01"
"year51",0.199999999999989,-9,0.299999999999997,-8.30000000000001,-3,-5.19999999999999,0.300000000000001,-0.300000000000001,0.5,-0.600000000000001,0.2,15.1999999999999,0,0.300000000000001,0.2,-1.75555555555555,"W","Dorm. N","São Paulo","Hyp.","C10","01"
"year52",0.399999999999977,6.40000000000001,-9.8,-9.30000000000001,-1.1,-5,-2.90000000000001,-0.300000000000004,0.399999999999999,-0.599999999999998,0.2,11.8,0,0.300000000000001,0.2,-1.38888888888889,"W","Dorm. S","São Paulo","Hyp.","C10","01"
"year53",0.100000000000023,-27.8,-1.70000000000002,-28.3000000000001,-3.90000000000001,-17.3,-3.5,-3.59999999999999,0.5,-4,0,64.7999999999997,0,0.2,0,-4.34666666666666,"W","Living","São Paulo","Hyp.","C10","01"
