"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","sim"
"year",389.7,132.9,52.7,33.5,41.4,-56.6,-33.8,82.6,-75,9.4,0.7,-513.4,0.2,-18.8,0.7,64.7222222222222,"E","Dorm. N","Curitiba","Hyp.","TV","Base"
"year1",396,61.2,9.1,-60,-80.3,-57.9,41.1,37.1,-76.6,10.5,7.8,-333.5,0.1,-16.1,7.8,42.7666666666667,"E","Dorm. S","Curitiba","Hyp.","TV","Base"
"year2",764.8,315,138.4,351.7,67.3,18.7,102.4,163.2,-106.2,67.6,0,-1508.2,0.4,-34,0,121.286666666667,"E","Living","Curitiba","Hyp.","TV","Base"
"year3",396.7,214.6,95.3,180.4,84.5,80.2,-35.7,51.5,-103.6,12.7,0,-761.2,0.4,-22.4,0,70.3416666666667,"NE","Dorm. 1","Curitiba","Hyp.","TV","Base"
"year4",395.3,227.7,105.3,268.1,67.4,82.2,-24.3,142.8,-102.7,12.8,0,-871,0.4,-21.4,0,80.0083333333333,"NE","Dorm. 2","Curitiba","Hyp.","TV","Base"
"year5",788.5,273.4,136.3,548.6,158.6,0,58,176.7,-122.3,90.3,0,-1729.1,2,-23.3,0,101.985,"NE","Living","Curitiba","Hyp.","TV","Base"
"year6",396.3,221.8,100,208.2,86.8,71,-34.8,85.2,-104.6,18.9,0,-808.6,0.4,-22.8,0,74.3,"NW","Dorm. 1","Curitiba","Hyp.","TV","Base"
"year7",395,235.6,110.1,295,69.3,143,-23.7,106.4,-103.7,17.7,0,-917.8,0.3,-21.8,0,83.8166666666667,"NW","Dorm. 2","Curitiba","Hyp.","TV","Base"
"year8",787.2,611.6,291.5,668.7,192.5,209.8,84.5,0,-131.2,105.1,0,-2329.7,2,-26.3,0,132.94,"NW","Living","Curitiba","Hyp.","TV","Base"
"year9",402.1,94.9,31.4,45.2,-101,34.2,77.2,34.8,-104.6,8.3,0.1,-456.7,0.1,-19.1,0.1,43.4083333333333,"SE","Dorm. 1","Curitiba","Hyp.","TV","Base"
"year10",399.8,102.7,38,97.4,-73.1,48.5,58.2,63.8,-105.6,7.9,0,-518,0.1,-18.4,0,49.1083333333333,"SE","Dorm. 2","Curitiba","Hyp.","TV","Base"
"year11",790.8,268.5,109.7,258.2,-58.7,0,132.6,93.8,-153.2,51.8,0,-1315.7,0.5,-23.9,0,80.095,"SE","Living","Curitiba","Hyp.","TV","Base"
"year12",401.8,96,32.3,51,-100.6,35.1,77.4,39.1,-104.8,8.3,0.1,-463.7,0.1,-19.1,0.1,44.05,"SW","Dorm. 1","Curitiba","Hyp.","TV","Base"
"year13",399.8,102.8,38,97.6,-73.1,63.9,58.2,48.6,-105.6,7.9,0,-518.3,0.1,-18.4,0,49.1333333333333,"SW","Dorm. 2","Curitiba","Hyp.","TV","Base"
"year14",790.8,269.1,110.2,259.4,-58.4,94.6,132.7,0,-153.2,51.9,0,-1318,0.5,-23.9,0,80.22,"SW","Living","Curitiba","Hyp.","TV","Base"
"year15",388.9,150.2,60.7,93.5,54.4,94.7,-29.2,-26.4,-75,12.4,0.5,-599.8,0.4,-19.3,0.5,74.5222222222222,"W","Dorm. N","Curitiba","Hyp.","TV","Base"
"year16",394.1,73.1,14.2,-8.3,-76.9,41.8,51.7,-24.9,-77.7,13,6.5,-398.3,0.1,-17,6.5,50.3555555555556,"W","Dorm. S","Curitiba","Hyp.","TV","Base"
"year17",764.7,434.9,197,536.1,89.9,207,123.9,115.2,-90.8,90.7,0.1,-1931.8,1.1,-18.3,0.1,149.913333333333,"W","Living","Curitiba","Hyp.","TV","Base"
"year18",382.5,339.1,165.8,715.5,154.6,195.2,147.5,218.2,-1.3,36.5,0,-1592.5,1.3,-5.2,0,190.266666666667,"E","Dorm. N","Rio de Janeiro","Hyp.","TV","Base"
"year19",383.2,223,105,533.6,79,178.6,133.7,142.3,-8.3,33.3,0,-1252.6,1,-13.1,0,153.633333333333,"E","Dorm. S","Rio de Janeiro","Hyp.","TV","Base"
"year20",760.9,656.3,340.7,1153.5,190.3,370.3,229.2,363.6,25.8,159.4,0,-3126.3,1.9,-6.4,0,235.5,"E","Living","Rio de Janeiro","Hyp.","TV","Base"
"year21",392.4,459.1,236.4,868.8,272.9,234.6,207.4,153.8,4.2,38.1,0,-1954.6,1.5,-5.4,0,173.3,"NE","Dorm. 1","Rio de Janeiro","Hyp.","TV","Base"
"year22",392.5,448.3,233.1,877.5,203.9,222.7,142.2,308.6,6.1,36.9,0,-1953.3,1.7,-5.1,0,173.233333333333,"NE","Dorm. 2","Rio de Janeiro","Hyp.","TV","Base"
"year23",785.9,596.1,340.3,1297.3,334.9,0,358.9,307.5,53.2,163.5,0,-3284.3,1.8,-8.2,0,183.075,"NE","Living","Rio de Janeiro","Hyp.","TV","Base"
"year24",392.4,465.1,240.1,891,275.8,172.5,209,233.7,3.8,43.8,0,-1996,1.6,-5.5,0,176.666666666667,"NW","Dorm. 1","Rio de Janeiro","Hyp.","TV","Base"
"year25",392.4,457.6,238.5,908.6,206.8,308.7,143.5,249.6,5.3,42.3,0,-2007.3,1.7,-5.2,0,177.666666666667,"NW","Dorm. 2","Rio de Janeiro","Hyp.","TV","Base"
"year26",785.3,1007.8,520.2,1474.1,387.1,353.1,398.9,0,48.7,184.6,0,-4044.9,1.8,-10.3,0,221.665,"NW","Living","Rio de Janeiro","Hyp.","TV","Base"
"year27",393.2,281.5,150.2,625.7,115.2,161.7,232.1,116.7,-2.5,28.4,0,-1462.7,2,-9.9,0,133.95,"SE","Dorm. 1","Rio de Janeiro","Hyp.","TV","Base"
"year28",393.3,272.4,146.6,609.1,76.8,163.6,172.3,196.4,-1.4,28.4,0,-1436.6,2.4,-9.1,0,131.8,"SE","Dorm. 2","Rio de Janeiro","Hyp.","TV","Base"
"year29",786.7,558.9,299.6,908.3,202.6,0,289.1,204.1,14.8,115.3,0,-2713.3,15.5,-8.1,0,159.455,"SE","Living","Rio de Janeiro","Hyp.","TV","Base"
"year30",393.2,279.8,149.4,622.1,115.3,116.3,231.7,158.9,-2.2,28.4,0,-1457.4,2.1,-9.8,0,133.508333333333,"SW","Dorm. 1","Rio de Janeiro","Hyp.","TV","Base"
"year31",393.3,272.4,146.6,609.1,76.8,196.3,172.3,163.8,-1.4,28.3,0,-1436.5,2.4,-9.1,0,131.8,"SW","Dorm. 2","Rio de Janeiro","Hyp.","TV","Base"
"year32",786.7,558.8,299.6,908,202.8,205,289.1,0,14.9,115,0,-2712.3,15.5,-8.1,0,159.4,"SW","Living","Rio de Janeiro","Hyp.","TV","Base"
"year33",382.4,345.8,172.2,743.7,158.2,229.7,154,201.8,2.1,37.1,0,-1637.8,1.4,-4.9,0,195.088888888889,"W","Dorm. N","Rio de Janeiro","Hyp.","TV","Base"
"year34",383.1,229.3,110.7,559.4,85.5,150.8,138,185.1,-5.4,33.6,0,-1293.7,1.5,-12.5,0,158.044444444444,"W","Dorm. S","Rio de Janeiro","Hyp.","TV","Base"
"year35",761.5,721.6,365.9,1273.3,201,397.2,238.5,436.6,44.4,176.7,0,-3390.3,0.8,-4.2,0,252.293333333333,"W","Living","Rio de Janeiro","Hyp.","TV","Base"
"year36",385,209.9,96.1,296.8,86,43.5,33.5,133.9,-46.7,20.1,0.2,-931.2,0.6,-11.1,0.2,113.644444444444,"E","Dorm. N","São Paulo","Hyp.","TV","Base"
"year37",388,124.1,48.1,172.6,-18.4,35.9,77.1,78,-50,19.4,0.5,-676.6,0.1,-22.9,0.5,84.0888888888889,"E","Dorm. S","São Paulo","Hyp.","TV","Base"
"year38",762.3,463.3,229.2,695.8,121.9,170.2,156.3,247.5,-52.7,107.4,0,-2205.6,0.6,-17.7,0,169.506666666667,"E","Living","São Paulo","Hyp.","TV","Base"
"year39",393.9,306.2,149.1,446.3,156.4,141.7,56.6,91.6,-60.5,22.8,0,-1227,1,-12,0,110.616666666667,"NE","Dorm. 1","São Paulo","Hyp.","TV","Base"
"year40",393.4,311.2,154.5,506.4,120.7,138,39.6,208.1,-58.8,22.3,0,-1298.9,1.1,-11.4,0,116.858333333333,"NE","Dorm. 2","São Paulo","Hyp.","TV","Base"
"year41",786.9,405.1,223.4,844.9,228.5,0,176.2,228.9,-53.3,119.9,0,-2361.9,5.3,-12.8,0,134.915,"NE","Living","São Paulo","Hyp.","TV","Base"
"year42",393.8,311.8,152.7,467.6,158.7,109.4,57.8,141.7,-61,28.3,0,-1265.6,1,-12.1,0,113.766666666667,"NW","Dorm. 1","São Paulo","Hyp.","TV","Base"
"year43",393.4,319.5,159.5,534.4,123,208.1,40.5,162.7,-59.5,27.2,0,-1347.5,1.1,-11.6,0,120.816666666667,"NW","Dorm. 2","São Paulo","Hyp.","TV","Base"
"year44",786.4,761.2,379.1,985.2,269.5,265.9,207.2,0,-59.5,136.9,0,-3006,5.3,-15,0,167.71,"NW","Living","São Paulo","Hyp.","TV","Base"
"year45",395.7,166.9,78.4,269.3,-15.6,85.2,133.7,66,-64.1,15.9,0,-833.3,0.2,-24.2,0,77.0166666666667,"SE","Dorm. 1","São Paulo","Hyp.","TV","Base"
"year46",394.7,169.3,82.6,299.8,-12.5,93.9,101.1,117.3,-63.6,15.9,0,-870.5,0.2,-23.6,0,80.5416666666667,"SE","Dorm. 2","São Paulo","Hyp.","TV","Base"
"year47",787.7,388.2,195,533.6,53.1,0,196,141.8,-83.8,78.9,0,-1888.2,2,-28.4,0,111.155,"SE","Living","São Paulo","Hyp.","TV","Base"
"year48",395.7,165.9,78.1,267.7,-15.5,65.8,133.5,84,-63.9,15.9,0,-830.8,0.2,-24.1,0,76.8166666666667,"SW","Dorm. 1","São Paulo","Hyp.","TV","Base"
"year49",394.7,169.3,82.6,299.8,-12.5,117.2,101.1,94,-63.6,15.9,0,-870.5,0.2,-23.6,0,80.5416666666667,"SW","Dorm. 2","São Paulo","Hyp.","TV","Base"
"year50",787.7,388.2,195,533.5,53.2,142.4,196,0,-83.8,78.8,0,-1887.9,2,-28.4,0,111.14,"SW","Living","São Paulo","Hyp.","TV","Base"
"year51",384.8,217.7,100.4,324.7,90.1,143.2,38.8,52.5,-44.4,20.8,0.2,-974.5,0.9,-10.5,0.2,118.411111111111,"W","Dorm. N","São Paulo","Hyp.","TV","Base"
"year52",387.4,129.3,51.2,197.6,-13.4,83.4,81,46.6,-48.3,19.9,0.5,-709.9,0.1,-23.5,0.5,87.8333333333333,"W","Dorm. S","São Paulo","Hyp.","TV","Base"
"year53",762.7,514.1,250.3,786.6,130,271.7,163.6,221.3,-39.7,120.3,0,-2417.6,2.6,-6.6,0,183.686666666667,"W","Living","São Paulo","Hyp.","TV","Base"
"year54",389.1,149.7,52.3,47.8,45.4,-55.6,-33.7,91.6,-76.3,10.4,0.3,-541.3,0.2,-19.3,0.3,68.0222222222222,"E","Dorm. N","Curitiba","Hyp.","TV","Simp."
"year55",395.1,58.3,19.1,-49.2,-79.4,-57.1,44.6,42.7,-77.6,11.5,5.7,-348,0.1,-16.3,5.7,44.5777777777778,"E","Dorm. S","Curitiba","Hyp.","TV","Simp."
"year56",764.1,335.6,155.2,387,72,23,107.4,184.7,-108.2,73.3,0,-1586.1,0.4,-34.7,0,126.673333333333,"E","Living","Curitiba","Hyp.","TV","Simp."
"year57",395.6,254.8,104.4,232.5,103.9,86.8,-34.3,76.1,-106.9,19.2,0,-865.1,0.3,-23.5,0,79.175,"NE","Dorm. 1","Curitiba","Hyp.","TV","Simp."
"year58",394.3,273.4,120.7,339.9,84.4,118.6,-22.6,159.6,-106.2,19.6,0,-1007.2,0.3,-22.6,0,91.4583333333333,"NE","Dorm. 2","Curitiba","Hyp.","TV","Simp."
"year59",786.9,684,306.4,727.7,217.7,0,89.8,221.4,-134.5,114,0,-2482.8,1.9,-27.3,0,140.775,"NE","Living","Curitiba","Hyp.","TV","Simp."
"year60",395.6,256.1,105.2,237.7,104.6,77.1,-33.8,89.9,-106.9,20.3,0,-873.5,0.3,-23.5,0,79.9,"NW","Dorm. 1","Curitiba","Hyp.","TV","Simp."
"year61",394.3,273.4,120.7,339.7,84.3,161.2,-22.6,116.8,-106.2,19.4,0,-1006.7,0.3,-22.6,0,91.4166666666667,"NW","Dorm. 2","Curitiba","Hyp.","TV","Simp."
"year62",786.9,684,306.4,727.7,217.7,223.9,89.8,0,-134.5,113.4,0,-2482.3,1.9,-27.3,0,140.745,"NW","Living","Curitiba","Hyp.","TV","Simp."
"year63",400.6,96.1,46.5,68.1,-99.7,37.2,91.3,39.3,-107,9.4,0,-492.1,0.1,-19.6,0,46.6666666666667,"SE","Dorm. 1","Curitiba","Hyp.","TV","Simp."
"year64",398.1,107.5,55.1,127.1,-71.4,55.8,69.7,73,-108.1,9.2,0,-566,0.1,-19,0,53.4666666666667,"SE","Dorm. 2","Curitiba","Hyp.","TV","Simp."
"year65",789.5,277.9,147,308.8,-53.7,0,154.7,105.1,-156.3,58.9,0,-1418.6,0.5,-24.6,0,85.585,"SE","Living","Curitiba","Hyp.","TV","Simp."
"year66",400.4,97,47.3,73.6,-99.5,39.6,91.6,41.9,-107.2,9.5,0,-498.8,0.1,-19.6,0,47.275,"SW","Dorm. 1","Curitiba","Hyp.","TV","Simp."
"year67",398.1,107.6,55.1,127.2,-71.4,73.2,69.7,55.8,-108.1,9.2,0,-566.1,0.1,-19,0,53.475,"SW","Dorm. 2","Curitiba","Hyp.","TV","Simp."
"year68",789.5,278.1,147.2,309.4,-53.7,105.8,154.7,0,-156.3,59,0,-1419.7,0.5,-24.6,0,85.64,"SW","Living","Curitiba","Hyp.","TV","Simp."
"year69",388.4,165.1,60.7,105.1,58.3,101.1,-28.7,-25.5,-76.1,13.4,0.2,-623.9,0.4,-19.7,0.2,77.3555555555556,"W","Dorm. N","Curitiba","Hyp.","TV","Simp."
"year70",393.4,69.4,24.7,2,-76,47.5,55,-24.5,-78.6,13.9,4.8,-412.4,0.1,-17.2,4.8,52.1,"W","Dorm. S","Curitiba","Hyp.","TV","Simp."
"year71",764.2,479,199.9,572.6,94.8,229.2,128.8,119.7,-92.6,96.6,0,-2021.7,1,-18.8,0,155.946666666667,"W","Living","Curitiba","Hyp.","TV","Simp."
"year72",382.5,346.9,164.3,723.9,156,197,148.1,222.7,-1.7,36.8,0,-1606.4,1.2,-5.3,0,191.833333333333,"E","Dorm. N","Rio de Janeiro","Hyp.","TV","Simp."
"year73",383.2,213.6,113.3,539.9,80.6,180.5,135,143.9,-8.2,33.6,0,-1258.6,1,-13.4,0,154.344444444444,"E","Dorm. S","Rio de Janeiro","Hyp.","TV","Simp."
"year74",760.9,669.9,340.6,1162.5,192.3,374,231.5,364.8,26.1,160.8,0,-3149,1.9,-6.4,0,237.013333333333,"E","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year75",392.4,482.7,235.2,896,275.4,238.2,208.8,173.6,2.9,43.7,0,-2011,1.6,-5.6,0,177.941666666667,"NE","Dorm. 1","Rio de Janeiro","Hyp.","TV","Simp."
"year76",392.4,473.3,235.7,917.4,206.9,250.9,143.8,315.8,4.7,42.7,0,-2027.6,1.7,-5.4,0,179.375,"NE","Dorm. 2","Rio de Janeiro","Hyp.","TV","Simp."
"year77",785.3,1044.1,508.4,1482.7,387.8,0,401.4,353.8,48.7,186.3,0,-4086.4,1.8,-10.5,0,223.79,"NE","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year78",392.4,480.8,234,890.8,274.8,173,208.7,234.4,3.2,43.8,0,-2003.6,1.6,-5.6,0,177.308333333333,"NW","Dorm. 1","Rio de Janeiro","Hyp.","TV","Simp."
"year79",392.4,473.1,235.5,917.3,206.8,315.5,143.8,251.2,4.7,42.5,0,-2026.8,1.7,-5.4,0,179.308333333333,"NW","Dorm. 2","Rio de Janeiro","Hyp.","TV","Simp."
"year80",785.3,1043.7,508.2,1481.9,387.7,356.2,401.3,0,48.7,185.6,0,-4083.9,1.8,-10.5,0,223.665,"NW","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year81",393.2,271.3,154.5,630.1,117.4,163.2,232.2,117.3,-2.2,28.5,0,-1462.5,2,-10.1,0,133.95,"SE","Dorm. 1","Rio de Janeiro","Hyp.","TV","Simp."
"year82",393.2,263,150,613.5,78.6,164.5,172.4,198.1,-1,28.5,0,-1436.2,2.4,-9.3,0,131.783333333333,"SE","Dorm. 2","Rio de Janeiro","Hyp.","TV","Simp."
"year83",786.6,542.9,311.9,925.3,209,0,292.2,208.2,16.5,117.1,0,-2730.3,15.5,-8.1,0,160.285,"SE","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year84",393.2,269.3,153.4,625.8,117.3,116.7,231.6,160.2,-1.9,28.5,0,-1455.8,2,-9.9,0,133.391666666667,"SW","Dorm. 1","Rio de Janeiro","Hyp.","TV","Simp."
"year85",393.2,263,149.9,613.5,78.6,197.9,172.4,164.6,-1,28.4,0,-1436.1,2.4,-9.3,0,131.775,"SW","Dorm. 2","Rio de Janeiro","Hyp.","TV","Simp."
"year86",786.6,542.5,311.7,924.5,209,208.9,292.2,0,16.5,116.8,0,-2728.2,15.5,-8.1,0,160.17,"SW","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year87",382.4,351,170.1,747.3,158.8,231,154.4,203.2,1.8,37.2,0,-1643.3,1.4,-5,0,195.7,"W","Dorm. N","Rio de Janeiro","Hyp.","TV","Simp."
"year88",383.1,218.2,117.9,564.4,86.8,152.1,138.7,186.8,-5.3,33.7,0,-1295.3,1.4,-12.8,0,158.255555555556,"W","Dorm. S","Rio de Janeiro","Hyp.","TV","Simp."
"year89",761.5,747.9,354,1283.5,203.3,399,240.7,440.5,45,178,0,-3418.9,0.8,-4.3,0,254.2,"W","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year90",384.8,223.4,97.2,311.8,89.8,45.5,34.5,141.9,-47.4,21,0.1,-959.3,0.6,-11.4,0.1,116.866666666667,"E","Dorm. N","São Paulo","Hyp.","TV","Simp."
"year91",387.5,120.1,58.2,183.6,-16.9,37.4,80.4,82.7,-50.5,20.2,0.4,-693.4,0.1,-23.3,0.4,86.0666666666667,"E","Dorm. S","São Paulo","Hyp.","TV","Simp."
"year92",762.1,485.3,240.8,725.9,126.1,175,160.9,263.8,-53.8,112.2,0,-2274.4,0.6,-18.1,0,174.126666666667,"E","Living","São Paulo","Hyp.","TV","Simp."
"year93",393.5,341,157.2,495.6,173,148.6,59.2,114.8,-62.6,29.1,0,-1323.8,1,-12.6,0,118.7,"NE","Dorm. 1","São Paulo","Hyp.","TV","Simp."
"year94",393.2,349.5,167.8,572.2,135,171.9,42,223.2,-60.9,28.9,0,-1421.3,1.1,-12.1,0,127.05,"NE","Dorm. 2","São Paulo","Hyp.","TV","Simp."
"year95",786.3,819.6,388.7,1031.1,288,0,212.4,274.8,-61.5,143.6,0,-3128.1,5.3,-15.6,0,173.83,"NE","Living","São Paulo","Hyp.","TV","Simp."
"year96",393.5,339.8,156.6,492.6,172.7,114.6,59.2,146.1,-62.4,29.6,0,-1319.9,1,-12.5,0,118.366666666667,"NW","Dorm. 1","São Paulo","Hyp.","TV","Simp."
"year97",393.2,349.3,167.7,572.1,135,223.4,42,171.7,-60.9,28.7,0,-1420.7,1.1,-12.1,0,127.008333333333,"NW","Dorm. 2","São Paulo","Hyp.","TV","Simp."
"year98",786.3,819.3,388.6,1030.6,288,276.8,212.3,0,-61.5,143.1,0,-3126.4,5.3,-15.6,0,173.74,"NW","Living","São Paulo","Hyp.","TV","Simp."
"year99",395.1,167.2,91.8,293.7,-12.2,89.4,146.1,70.4,-65,17,0,-870.6,0.2,-24.7,0,80.375,"SE","Dorm. 1","São Paulo","Hyp.","TV","Simp."
"year100",394.3,172.6,96.7,329.5,-9.2,101.1,111.4,126.2,-64.2,17.2,0,-917.4,0.2,-24.1,0,84.7,"SE","Dorm. 2","São Paulo","Hyp.","TV","Simp."
"year101",787.5,393.9,223.9,580.1,60.4,0,214.5,151.8,-84.4,85.1,0,-1976.9,2,-28.9,0,115.64,"SE","Living","São Paulo","Hyp.","TV","Simp."
"year102",395.1,166.1,91.2,291.8,-12.2,70.1,145.8,88,-64.8,17,0,-867.4,0.2,-24.6,0,80.1166666666667,"SW","Dorm. 1","São Paulo","Hyp.","TV","Simp."
"year103",394.3,172.6,96.6,329.5,-9.2,126.1,111.3,101.2,-64.2,17.2,0,-917.3,0.2,-24.1,0,84.6916666666667,"SW","Dorm. 2","São Paulo","Hyp.","TV","Simp."
"year104",787.5,393.7,223.8,579.6,60.4,152.3,214.4,0,-84.4,84.9,0,-1975.8,2,-28.9,0,115.58,"SW","Living","São Paulo","Hyp.","TV","Simp."
"year105",384.6,229.1,101.2,335.6,93.4,148.4,39.7,54,-45,21.7,0.1,-996.1,0.9,-10.7,0.1,120.888888888889,"W","Dorm. N","São Paulo","Hyp.","TV","Simp."
"year106",387,124.1,61,208,-11.9,88,83.9,48,-48.8,20.6,0.4,-724.3,0.1,-23.9,0.4,89.5444444444444,"W","Dorm. S","São Paulo","Hyp.","TV","Simp."
"year107",762.6,546.5,253.3,818.7,134.7,288.9,168.3,226.8,-40.4,125.2,0,-2493,2.6,-6.8,0,188.693333333333,"W","Living","São Paulo","Hyp.","TV","Simp."
