"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","storey","corner","orient","weather"
"429.7","-853.3","250.8","111.6","72.3","177.4","150.2","149.4","190.8","358.5","10.8","29.9","7.4","29.3","8.3","0","36.1","63.9","00","Linear","C10","3","Intermediário","Canto","NE","Curitiba"
"427.5","-889.1","247.6","114.4","121.2","157","141.4","175.9","416.6","141.4","11.9","32.3","7.8","28.5","9.6","0","29.1","70.9","00","Linear","C10","3","Intermediário","Canto","NE","Curitiba"
"845.7","-3128.2","569.6","226.4","261.2","277.8","313.5","304.2","998.7","158.1","15.5","129.2","13.9","27.7","9.5","2.1","15.8","82.2","00","Linear","C10","3","Intermediário","Canto","NE","Curitiba"
"428.2","-1113.5","263.2","117.3","77.3","154.8","144.4","237.4","199.6","414.3","9.6","32.1","8.9","30.6","8.3","0.2","33.7","66.2","00","Linear","C10","3","Intermediário","Canto","NW","Curitiba"
"426.6","-1106.3","245","114.3","128.2","170.8","136.2","155.6","428.5","162.3","10.4","33.5","9.5","28.7","9.4","0","27.9","72.1","00","Linear","C10","3","Intermediário","Canto","NW","Curitiba"
"833.8","-2920.1","560.1","226.4","263.4","278.1","289.5","285.1","951.9","164.2","11.1","122.8","9.7","28.8","9.5","3.4","13.7","82.9","00","Linear","C10","3","Intermediário","Canto","NW","Curitiba"
"430.9","-709.6","174.2","71.7","53.3","175.3","97","94.7","127.6","292.8","-2.5","23.1","6.2","29.3","7.9","0","42.6","57.4","00","Linear","C10","3","Intermediário","Canto","SE","Curitiba"
"429","-716.4","150.1","62.1","49.7","95.9","93.5","119.1","287.9","70.3","-1.5","23.7","6.5","28.5","8.7","0","39.5","60.5","00","Linear","C10","3","Intermediário","Canto","SE","Curitiba"
"855.3","-2656.6","495.1","198","207.1","241.5","340.5","213.6","863.5","139.2","11","106.6","12.3","28.2","9.1","1.3","22.1","76.5","00","Linear","C10","3","Intermediário","Canto","SE","Curitiba"
"429.5","-990.7","194.5","79.5","53.3","102.9","121.9","245.1","140.9","382.2","-2.6","26.8","8.6","30.9","7.9","0.1","39.4","60.4","00","Linear","C10","3","Intermediário","Canto","SW","Curitiba"
"428.3","-940.3","154.7","64.4","48.9","125.3","105.6","101.3","316.6","64.6","-2","26.4","9.1","28.6","8.8","0","38","62","00","Linear","C10","3","Intermediário","Canto","SW","Curitiba"
"845.2","-2475.8","504","207.1","198.7","198.2","348.2","271.4","847.2","169.3","10.9","106.1","9.1","29","9.1","2.4","18.4","79.2","00","Linear","C10","3","Intermediário","Canto","SW","Curitiba"
"434.1","-1083.4","167.1","66.4","-34.9","114.8","183.8","36.3","165.6","134.4","1.2","21.5","5","27.9","9.5","0","29","71","00","Linear","C10","3","Intermediário","Meio","NE","Curitiba"
"425.4","-1163.4","222.6","106.5","119.1","113.7","172.4","94.2","327","172.4","3.1","29.7","6.7","29.1","9.6","0.1","22.8","77.1","00","Linear","C10","3","Intermediário","Meio","NE","Curitiba"
"814.1","-2187.7","452.7","200.4","88.5","163.9","261.3","158.5","495.8","176.3","7.4","87.6","5.4","28.3","9.7","2.7","10.3","87","00","Linear","C10","3","Intermediário","Meio","NE","Curitiba"
"434","-1082.5","166.4","66.1","-36","36.1","183.3","114","163.7","133.7","1","21.5","5","27.9","9.5","0","28.9","71.1","00","Linear","C10","3","Intermediário","Meio","NW","Curitiba"
"425.2","-1163.7","222.5","106.5","119.6","94.2","171.5","114.7","328.4","171.5","2.9","29.5","6.7","29.1","9.6","0.1","22.7","77.3","00","Linear","C10","3","Intermediário","Meio","NW","Curitiba"
"813.9","-2185.5","457","203.8","88.6","160.6","261","180.2","514.8","175.5","7.1","88.6","5.4","28.3","9.7","2.8","10.1","87.1","00","Linear","C10","3","Intermediário","Meio","NW","Curitiba"
"436.4","-802.5","102.5","33.9","68.6","61.7","-31","45.9","104.3","40.9","-10.4","20.6","4.2","26.9","8.6","0","39.7","60.3","00","Linear","C10","3","Intermediário","Meio","SE","Curitiba"
"428.1","-836.8","116.7","52.1","56.5","67.1","71.7","51.8","190.6","56.5","-5.7","17.4","5.6","27.7","8.6","0","36.7","63.3","00","Linear","C10","3","Intermediário","Meio","SE","Curitiba"
"837.4","-1612.9","304.7","120.2","106.3","132.4","99.6","95.8","377.3","56.8","-10.3","60.5","4.6","27.5","8.8","0.4","21.1","78.5","00","Linear","C10","3","Intermediário","Meio","SE","Curitiba"
"436.3","-813.1","101.9","33.4","67.3","44.7","-31.2","61.3","102.4","39.8","-10.7","20.8","4.3","26.9","8.6","0","39.5","60.5","00","Linear","C10","3","Intermediário","Meio","SW","Curitiba"
"428.1","-841.4","116.8","52.3","56.1","52.1","72.3","67.8","192.2","56.1","-5.8","17.5","5.6","27.7","8.6","0","36.5","63.5","00","Linear","C10","3","Intermediário","Meio","SW","Curitiba"
"837.1","-1624.4","308.4","123.1","106.1","96","98.8","153.1","397.9","56","-10.7","61","4.6","27.4","8.8","0.4","20.9","78.7","00","Linear","C10","3","Intermediário","Meio","SW","Curitiba"
"338.5","-957.9","254.4","118.3","72.5","223.7","155.5","156.2","200.9","407","10.7","32.8","9.1","35.7","17.1","47.7","0.1","52.2","00","Linear","C10","3","Intermediário","Canto","NE","Rio de Janeiro"
"332.9","-991.8","252.5","119.3","129.9","162.3","146.4","182.1","441.3","146.4","12","35.2","9.7","34.1","18","53.8","0","46.2","00","Linear","C10","3","Intermediário","Canto","NE","Rio de Janeiro"
"680.4","-2733.7","536.5","253.6","264.7","284.6","299.1","290.7","971.6","167.6","13.5","127.5","12.4","34.3","18.1","69.8","0","30.2","00","Linear","C10","3","Intermediário","Canto","NE","Rio de Janeiro"
"336.4","-1135.8","255.7","118.5","74.9","157.5","154.8","222.3","203.6","406","11","33.6","10.9","36.1","17.4","50.1","0.1","49.8","00","Linear","C10","3","Intermediário","Canto","NW","Rio de Janeiro"
"331.8","-1160.9","253.6","120.6","133.7","186","147.6","163.4","449.2","181.4","12.1","36","11.7","33.9","18.2","55","0","45","00","Linear","C10","3","Intermediário","Canto","NW","Rio de Janeiro"
"673.6","-2493.6","516.1","243.6","246.7","273.8","283.4","268.1","915.9","156","8.9","119.9","9.5","34.3","17.6","71.7","0","28.3","00","Linear","C10","3","Intermediário","Canto","NW","Rio de Janeiro"
"343.5","-908.4","170.4","79.8","52.8","230.3","114.8","98","134.5","361.3","-3.5","26.1","15.8","36.4","17.3","40.7","0.1","59.1","00","Linear","C10","3","Intermediário","Canto","SE","Rio de Janeiro"
"339.9","-790.4","140.9","66","46.6","96","100.6","124.9","301.5","66.6","-3","25.9","15.8","35.1","17.8","44.1","0","55.9","00","Linear","C10","3","Intermediário","Canto","SE","Rio de Janeiro"
"701","-2092","461.4","218.5","186.7","253.4","337.9","197.6","819.4","156.1","9.1","103.7","11.4","34.8","17.7","59.2","0","40.8","00","Linear","C10","3","Intermediário","Canto","SE","Rio de Janeiro"
"342","-1011.7","175","81.6","55.8","101.7","123.9","242.8","140","384.3","-2.2","27.5","17","36.5","17","42.3","0.1","57.5","00","Linear","C10","3","Intermediário","Canto","SW","Rio de Janeiro"
"339.6","-844.6","143","67.9","49.1","129","104.6","98.2","311.2","69.7","-2.2","26.8","17.3","34.8","17.5","44.5","0.1","55.4","00","Linear","C10","3","Intermediário","Canto","SW","Rio de Janeiro"
"698.9","-2040.4","467.6","223.1","187.8","199.5","350","257","834.1","160.2","9.5","104.2","10.5","34.7","17","60.7","0","39.3","00","Linear","C10","3","Intermediário","Canto","SW","Rio de Janeiro"
"334.8","-969.7","150.2","70.3","-35.3","112.7","185.3","38.8","164.1","137.3","-0.1","21.6","5.2","33.1","18.5","51.9","0","48.1","00","Linear","C10","3","Intermediário","Meio","NE","Rio de Janeiro"
"323.5","-1081","223.6","108.8","118.5","115.6","179.2","94.1","328.2","179.2","2.6","30.5","6.8","34.2","18.8","59","0","41","00","Linear","C10","3","Intermediário","Meio","NE","Rio de Janeiro"
"648.3","-2006","431.8","216.1","96.3","175.1","268","161.5","516.7","184.2","6.2","90","5.5","33.4","18.5","78.2","0","21.8","00","Linear","C10","3","Intermediário","Meio","NE","Rio de Janeiro"
"334.7","-968.3","150","70.2","-35.6","38.6","185.1","112.8","163.8","137.1","-0.2","21.6","5.1","33","18.4","51.9","0","48.1","00","Linear","C10","3","Intermediário","Meio","NW","Rio de Janeiro"
"323.4","-1079.3","223.5","108.8","118.5","93.6","179","116.2","328.3","179","2.5","30.5","6.8","34.2","18.7","59.2","0","40.8","00","Linear","C10","3","Intermediário","Meio","NW","Rio de Janeiro"
"648.3","-2001.1","432.6","217","96.3","161.3","268.3","181.4","522.9","184.4","6.3","90.2","5.5","33.3","18.5","78.2","0","21.8","00","Linear","C10","3","Intermediário","Meio","NW","Rio de Janeiro"
"345.1","-641.9","75.9","29.5","47","50.5","-42.4","36.8","67.5","24.3","-14.5","16.6","4.4","33.8","17.9","41.4","0","58.6","00","Linear","C10","3","Intermediário","Meio","SE","Rio de Janeiro"
"335.6","-675.8","95.3","46.8","38.2","58.3","60.9","42.1","161.3","38.2","-9.4","15.2","5.7","34.6","18.1","45.4","0","54.6","00","Linear","C10","3","Intermediário","Meio","SE","Rio de Janeiro"
"675.8","-1332.9","256.4","119.4","81.3","129","87","82.7","341.8","38.2","-17.8","53","4.7","34.1","18","58.4","0","41.6","00","Linear","C10","3","Intermediário","Meio","SE","Rio de Janeiro"
"345.1","-644.2","75.8","29.3","46.7","36.5","-42.7","50.3","66.7","24.1","-14.5","16.6","4.4","33.8","17.9","41.4","0","58.5","00","Linear","C10","3","Intermediário","Meio","SW","Rio de Janeiro"
"335.6","-676.2","95.2","46.9","38.2","42.1","60.8","58.3","161.3","38.2","-9.4","15.2","5.7","34.6","18.1","45.5","0","54.5","00","Linear","C10","3","Intermediário","Meio","SW","Rio de Janeiro"
"675.9","-1333.6","256.2","119.1","81.2","82.5","86.7","130.7","342.9","38.1","-17.7","53","4.7","34","18","58.3","0","41.7","00","Linear","C10","3","Intermediário","Meio","SW","Rio de Janeiro"
"398.3","-809.9","239.9","108.6","67","190.5","137.6","144.7","185.2","354.5","6.4","29.4","9.1","32.9","11.7","7.3","12.6","80.1","00","Linear","C10","3","Intermediário","Canto","NE","São Paulo"
"394.8","-814.9","238.2","110.5","119.1","151.7","130.2","166.7","407.2","130.2","7.7","31.9","9.3","32","12.3","9.2","8.2","82.6","00","Linear","C10","3","Intermediário","Canto","NE","São Paulo"
"777.7","-3007","560.2","232.6","264.2","279","301.1","295.7","986.7","153.2","10.5","127.6","13.7","31.6","11.8","28","4.2","67.9","00","Linear","C10","3","Intermediário","Canto","NE","São Paulo"
"396.9","-1182.6","244.3","109.4","71.6","148.8","136.5","200.2","192.6","364.5","6.5","31.3","11","33.3","11.5","8.9","11","80.1","00","Linear","C10","3","Intermediário","Canto","NW","São Paulo"
"393.9","-1209.7","240.5","113","127.8","173.7","130.2","154","426.9","158.9","7.4","33.7","11.7","32","12.2","9.4","6.9","83.7","00","Linear","C10","3","Intermediário","Canto","NW","São Paulo"
"768.7","-2360.7","498.5","205.9","210.6","249.4","258.6","243.1","828.5","133.2","1.2","108.3","8.2","31.7","12.3","31","3.5","65.6","00","Linear","C10","3","Intermediário","Canto","NW","São Paulo"
"401.9","-934.3","181.6","78.7","57.2","208.5","111.6","102.9","140.2","340","-3.2","26.1","12.5","32","10.7","6.3","19.7","74","00","Linear","C10","3","Intermediário","Canto","SE","São Paulo"
"399.4","-897.8","156","66.6","52.9","103.7","105.6","130.9","319.9","73.3","-2.2","26.8","12.7","31.1","11.4","7.2","16.8","76","00","Linear","C10","3","Intermediário","Canto","SE","São Paulo"
"792.1","-2167.6","484.5","202","192.5","242.1","338.9","204.4","833.6","144.4","7.3","103.7","10.4","31","11.8","23","6.3","70.7","00","Linear","C10","3","Intermediário","Canto","SE","São Paulo"
"401.1","-1064.2","192.2","81.7","62","109.3","125.9","231.6","149.3","379.5","-1.4","28.2","14.5","32.4","10.6","7.5","19.2","73.3","00","Linear","C10","3","Intermediário","Canto","SW","São Paulo"
"399.6","-991.2","160.9","69.7","56.6","137.7","112.3","108.7","338","77.3","-1","28.3","15.1","31","11.1","7.4","17.7","74.8","00","Linear","C10","3","Intermediário","Canto","SW","São Paulo"
"792.3","-2166.2","499.7","213","198.3","211.7","372.1","256.1","880.3","158","9.8","107.1","10.4","31.1","11.7","23.8","6.6","69.6","00","Linear","C10","3","Intermediário","Canto","SW","São Paulo"
"400","-990","151.4","61.5","-47.6","109.3","169.5","28.8","137.4","122.7","-2.7","20.4","5","31.2","12.3","6.1","7.9","86","00","Linear","C10","3","Intermediário","Meio","NE","São Paulo"
"389.9","-1083.1","213.3","102.3","112.9","110.1","158.9","89.1","312.1","158.9","-0.7","28.6","6.7","32.2","12.6","10.4","5.8","83.8","00","Linear","C10","3","Intermediário","Meio","NE","São Paulo"
"747.8","-2020.6","429","196","78","162","244.4","153.1","474.5","163","0","83.8","5.4","31.6","12.6","33.1","2.8","64.1","00","Linear","C10","3","Intermediário","Meio","NE","São Paulo"
"399.8","-986.9","150.5","61.1","-48.7","28.2","168.8","109.3","135.6","122","-2.9","20.4","5","31.2","12.3","6.1","7.8","86.1","00","Linear","C10","3","Intermediário","Meio","NW","São Paulo"
"389.7","-1080.1","212.9","102.1","112.9","88.5","158.2","110.7","312.1","158.2","-0.9","28.6","6.6","32.2","12.6","10.5","5.7","83.8","00","Linear","C10","3","Intermediário","Meio","NW","São Paulo"
"747.6","-2012.3","431.1","198","76.9","152.6","244.6","175.8","487","162.9","-0.1","84","5.4","31.5","12.6","33.1","2.8","64.1","00","Linear","C10","3","Intermediário","Meio","NW","São Paulo"
"405.7","-733.7","89.8","29.1","57.6","56.7","-40.8","36.7","77.9","32.2","-13.4","18.5","4.3","29.9","12.1","3.9","16.6","79.5","00","Linear","C10","3","Intermediário","Meio","SE","São Paulo"
"396.7","-764.4","108","48.9","47.2","63.2","66.4","46.8","176.4","47.2","-8.6","16.5","5.7","30.6","12.3","6.5","14.8","78.7","00","Linear","C10","3","Intermediário","Meio","SE","São Paulo"
"774.1","-1486.3","284.2","116.4","93.8","131","87.3","89.5","354.4","47.2","-15.9","56.4","4.6","30.4","12.4","20.7","5","74.3","00","Linear","C10","3","Intermediário","Meio","SE","São Paulo"
"405.7","-736.4","89.9","29.4","57.7","36.8","-40","56.7","79","32.3","-13.4","18.7","4.3","29.9","12.1","3.9","16.6","79.5","00","Linear","C10","3","Intermediário","Meio","SW","São Paulo"
"396.7","-764.1","108","48.9","47.2","46.8","66.4","63.2","176.4","47.2","-8.6","16.5","5.7","30.6","12.3","6.5","14.7","78.8","00","Linear","C10","3","Intermediário","Meio","SW","São Paulo"
"774.2","-1485.2","283.7","116.2","93.6","88.9","86.5","132.7","354.7","47","-15.9","56.1","4.6","30.3","12.3","20.6","5","74.4","00","Linear","C10","3","Intermediário","Meio","SW","São Paulo"
